key,fields.summary,fields.issuetype.name,fields.issuetype.id,fields.status.name,fields.status.id,fields.resolution.name,fields.resolutiondate,fields.created,fields.updated,fields.assignee.name,fields.assignee.displayName,fields.assignee.key,fields.description,created,resolved
BOOKKEEPER-901,Add an authentication framework,New Feature,2,Closed,6,Fixed,2016-04-05 06:46:23,2016-03-08 19:59:05,2016-11-04T16:16:13.000+0000,mmerli,Matteo Merli,mmerli,"We should have an authentication framework to be able to add auth mechanisms on the communications between clients and bookies.

",2016-03-08 19:59:05,2016-04-05 06:46:23
BOOKKEEPER-902,Test failures in EntryLogTest,Bug,1,Closed,6,Fixed,2016-03-14 19:12:42,2016-03-08 20:46:18,2016-05-16T21:47:36.000+0000,mmerli,Matteo Merli,mmerli,"There are 2 tests consistently failing in EntryLogTest

{noformat} 
testRecoverFromLedgersMapOnV0EntryLog(org.apache.bookkeeper.bookie.EntryLogTest)
testRecoverFromLedgersMap(org.apache.bookkeeper.bookie.EntryLogTest)
{noformat}",2016-03-08 20:46:18,2016-03-14 19:12:42
BOOKKEEPER-903,MetaFormat BookieShell Command is not deleting UnderReplicatedLedgers list from the ZooKeeper,Bug,1,Resolved,5,Fixed,2016-11-09 02:07:15,2016-03-09 20:18:44,2016-11-09T13:12:57.000+0000,reddycharan18@gmail.com,Charan Reddy Guttapalem,reddycharan18@gmail.com,MetaFormat BookieShell Command: On executing 'metaformat' BookieShell command it is observed that it does everything as expected but it doesn't deletes UnderReplicatedLedgers list from the ZooKeeper.,2016-03-09 20:18:44,2016-11-09 02:07:15
BOOKKEEPER-904,test BookieInitializationTest.testDuplicateBookieServerStartup fails on non-english machines,Bug,1,Closed,6,Fixed,2016-04-06 16:39:16,2016-03-14 16:33:05,2016-05-16T21:47:39.000+0000,eolivelli,Enrico Olivelli,eolivelli,"The test checks for message ""Address already in use"", which is ""Indirizzo già in uso""  in Italian.
Maybe it is enough to catch BindException and remove the assertion

{code}
Assert.assertTrue(""BKServer allowed duplicate startups!"",
                    ce.getCause().getMessage().contains(""Address already in use""));
{code}",2016-03-14 16:33:05,2016-04-06 16:39:16
BOOKKEEPER-905,Enhanec Bookie Shell,Improvement,4,Open,1,,,2016-03-15 01:31:24,2017-10-17T21:28:13.000+0000,reddycharan18@gmail.com,Charan Reddy Guttapalem,reddycharan18@gmail.com,"Enhance Bookkeeper shell to perform following.
We may open sub-tasks for some of the following if needed.

- Add flush command to bookie shell
- Make bookie shell usable on dev box including using local bookie; so basically we must be able to run bookie specific commands even while using local bookie.
- Multiple formats for ExtentId in bk shell; input/output to take log/hex/uuid formats
- Spit out list of disk files, including index,journal,and ledger files
- enhance readlog command just to take a particular entryId and print that.",2016-03-15 01:31:24,
BOOKKEEPER-907,"for ReadLedgerEntriesCmd, EntryFormatter should be configurable and HexDumpEntryFormatter should be one of them",Bug,1,Resolved,5,Fixed,2017-01-30 20:31:24,2016-03-16 23:20:51,2017-01-31T12:49:51.000+0000,reddycharan18@gmail.com,Charan Reddy Guttapalem,reddycharan18@gmail.com,"In ReadLedgerEntriesCmd for printing the contents of the Entry, HexDumpFormat is used by default here, but whereas in ReadJournalCmd/ReadLogCmd StringEntryFormatter is used and it is configurable. We should add HexDumpEntryFormatter just like StringEntryFormatter and use the configured formatter for printing the entry.",2016-03-16 23:20:51,2017-01-30 20:31:24
BOOKKEEPER-908,Case to handle BKLedgerExistException,Bug,1,Resolved,5,Fixed,2016-07-11 20:53:46,2016-03-29 17:07:13,2016-07-11T22:39:30.000+0000,jujjuri,JV Jujjuri,jujjuri,"--- a/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java
+++ b/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java
@@ -100,6 +102,8 @@ public abstract class BKException extends Exception {
             return new BKDuplicateEntryIdException();
         case Code.TimeoutException:
             return new BKTimeoutException();
+        case Code.LedgerExistException:
+            return new BKLedgerExistException();
         default:
             return new BKUnexpectedConditionException();
         }
",2016-03-29 17:07:13,2016-07-11 20:53:46
BOOKKEEPER-909,ZooKeeper of LocalBookkeeper should use the correct tickTime,Bug,1,Closed,6,Fixed,2016-03-31 20:56:05,2016-03-31 20:28:05,2016-05-16T21:47:39.000+0000,arunmk,Arun M. Krishnakumar,arunmk,"ZooKeeperServer should use the correct value for tickTime in LocalBookie. Currently the code uses the port-number 2181, and since it's near to the DEFAULT_TICK_TIME it works.",2016-03-31 20:28:05,2016-03-31 20:56:05
BOOKKEEPER-910,"In LocalBookkeeper, Zookeeper server and client use different host addresses",Bug,1,Closed,6,Fixed,2016-04-11 20:39:43,2016-04-01 17:31:16,2016-05-16T21:47:51.000+0000,arunmk,Arun M. Krishnakumar,arunmk,"In LocalBookkeeper, the Zookeeper server is started at 127.0.0.1 and the client tries to derive the localhost address using getLocalHost API. This has a few issues:
1. There is a possibility of using the ipv6 address for localhost and hence the client will try connecting to ::1, 2181 rather than 127.0.0.1:2181 (this happens commonly on OSX)
2. The getLocalHost API could sometimes return non-loopback addresses as well.

Since the 'localbookie' mode is used with the zookeeper in the same machine, we should use loopback addresses for all invocations. The patch does just that.

 
",2016-04-01 17:31:16,2016-04-11 20:39:43
BOOKKEEPER-911,Fix TestReplicationWorker test failures,Bug,1,Closed,6,Fixed,2016-04-27 07:01:22,2016-04-02 17:38:29,2016-05-16T21:47:47.000+0000,mmerli,Matteo Merli,mmerli,"Currently we have the following test failures in master branch:
Results :

Failed tests:   testRWZKSessionLost[0](org.apache.bookkeeper.replication.TestReplicationWorker): Replication worker should have shut down
  testRWZKSessionLost[1](org.apache.bookkeeper.replication.TestReplicationWorker): Replication worker should have shut down
  testRWZKSessionLost[2](org.apache.bookkeeper.replication.TestReplicationWorker): Replication worker should have shut down

Tests in error: 
  testRWShutdownOnLocalBookieReadonlyTransition[0](org.apache.bookkeeper.replication.TestReplicationWorker): test timed out after 20000 milliseconds
  testRWShutdownOnLocalBookieReadonlyTransition[1](org.apache.bookkeeper.replication.TestReplicationWorker): test timed out after 20000 milliseconds
  testRWShutdownOnLocalBookieReadonlyTransition[2](org.apache.bookkeeper.replication.TestReplicationWorker): test timed out after 20000 milliseconds

Tests run: 654, Failures: 3, Errors: 3, Skipped: 0
",2016-04-02 17:38:29,2016-04-27 07:01:22
BOOKKEEPER-912,Allow EnsemblePlacementPolicy to choose bookies using ledger custom data (multitenancy support),New Feature,2,Resolved,5,Fixed,2016-11-17 23:44:18,2016-04-05 15:23:17,2016-11-18T21:08:34.000+0000,eolivelli,Enrico Olivelli,eolivelli,"I would like to restrict the set of bookies to be used for a specific ledger. Actually a single EnsemblePlacementPolicy is used for all the ledgers.

This is because I want to create a ledger only using a dedicated set of machines/bookies which are dedicated to the 'tenant' for which I'm creating the ledger.

We can add an optional (byte[]) parameter to asyncCreateLedger which in turn is to be passed to the configured EnsemblePlacementPolicy which in turn will be able to decide which are the most suitable bookies for the tenant.

This parameter must be stored on ledger metadata, in order to be used in replaceBookie. ",2016-04-05 15:23:17,2016-11-17 23:44:18
BOOKKEEPER-913,Fix flakiness in TestBackwardCompat,Bug,1,Closed,6,Fixed,2016-04-10 03:20:42,2016-04-05 16:02:32,2017-01-27T18:24:59.000+0000,mmerli,Matteo Merli,mmerli,"This test is intermittently failing. It could be related to a timing issue, given that it fails more frequently in Jenkins compared to running the test on the laptop.

{noformat}
Failed tests:   testCompat410(org.apache.bookkeeper.test.TestBackwardCompat): Shouldn't be able to write
{noformat}",2016-04-05 16:02:32,2016-04-10 03:20:42
BOOKKEEPER-914,ReadOnlyBookieTest.testBookieShouldTurnWritableFromReadOnly is intermettently failing,Bug,1,Closed,6,Fixed,2016-04-07 19:56:08,2016-04-06 18:38:15,2016-05-16T21:47:32.000+0000,ayegorov,Andrey Yegorov,ayegorov,"I've seen it failing a few times and it seems different that BOOKKEEPER-774.

https://builds.apache.org/job/bookkeeper-master-git-pullrequest/57/testReport/junit/org.apache.bookkeeper.test/ReadOnlyBookieTest/testBookieShouldTurnWritableFromReadOnly/

{noformat}
Error Message

Should fail to create a ledger since there isn't enough bookies alive.
Stacktrace

java.lang.AssertionError: Should fail to create a ledger since there isn't enough bookies alive.
	at org.junit.Assert.fail(Assert.java:88)
	at org.apache.bookkeeper.test.ReadOnlyBookieTest.testBookieShouldTurnWritableFromReadOnly(ReadOnlyBookieTest.java:137)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:298)
	at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:292)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.lang.Thread.run(Thread.java:745)
{noformat}",2016-04-06 18:38:15,2016-04-07 19:56:08
BOOKKEEPER-915,Auto replication should honor ensemble placement policy,Bug,1,Open,1,,,2016-04-07 04:46:28,2017-10-17T21:28:10.000+0000,sijie@apache.org,Sijie Guo,sijie@apache.org,"ReplicationWorker does not honor Ensemble Placement Policy.
The target bookie in ReplicationWorker should only be able to replicate based on the placement policy, else give up the underreplicated lock. For example, in rackaware policy, the target bookie should only be able to replicate if its not in the same rack as the other bookies in the ensemble, or if there isn't any other bookie available in different racks.",2016-04-07 04:46:28,
BOOKKEEPER-916,Placement policy to accomodate different types of ledger storage,New Feature,2,Open,1,,,2016-04-07 06:10:52,2017-10-17T21:33:29.000+0000,rithin.shetty,Rithin Shetty,rithin.shetty,"As we start to use bookkeeper as long term storage, it may not be right use of resources to keep all copies of entry (write ensemble) on efficient storage. This feature is to come up with an intelligent placement that distributes entry copies across different classes of storage.

Simply put, say we have SSD based ledger storage and HDD based ledger storage on each system. Instead of putting all copies of entries either on SSD or on HDD, this placement policy maintains one copy on SSD and others on HDD.

- Have at least one copy on SSD and others on HDD.
   - Writer need to be aware of this classification
   - Replication logic need to be aware of this logic.

- While reading attempt to read from SSD first.
  - Reader also need to be aware of this logic.

This will push bookkeeper  towards the long term storage, also can be a stepping store towards introducing storage tiers in the future.

This has dependency/relation to

 https://issues.apache.org/jira/browse/BOOKKEEPER-912.
https://issues.apache.org/jira/browse/BOOKKEEPER-915
",2016-04-07 06:10:52,
BOOKKEEPER-917,LocalBookKeeperTest seems to be silently failing,Bug,1,Closed,6,Fixed,2016-04-10 04:00:35,2016-04-07 09:23:06,2016-05-16T21:47:54.000+0000,mmerli,Matteo Merli,mmerli,"I've noticed this while inspecting the output in jenkins:

{noformat}
Running org.apache.bookkeeper.client.BookKeeperCloseTest
Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 12.074 sec
Running org.apache.bookkeeper.client.LocalBookKeeperTest
Running org.apache.bookkeeper.meta.GcLedgersTest
{noformat}

It sounds like {{LocalBookKeeperTest}} is failing silently. Is it hanging and timing out?

https://builds.apache.org/job/bookkeeper-master-git-pullrequest/57/console",2016-04-07 09:23:06,2016-04-10 04:00:35
BOOKKEEPER-918,Create Ledger NameSpace,New Feature,2,Open,1,,,2016-04-07 14:22:28,2017-10-17T21:28:07.000+0000,jujjuri,JV Jujjuri,jujjuri,"Bookkeeper doesn't really have a real NameSpace, it operates by ledgerId. I have opened and worked on https://issues.apache.org/jira/browse/BOOKKEEPER-873 which allows applications to pass-in LedgerId instead of BK client API picking one for them. But that really doesn't offer much flexibility.

Since ledgerId is a long we can't have 128-bit UUIDs as ledgerIDs and this severely restricts the range if we are generating ledgerIDs through a random generator (https://issues.apache.org/jira/browse/BOOKKEEPER-864)

Best solution for this is to offer a real name space, and I believe it is relatively simple than offering 128-bit ledgerIDs.

Analogous to regular filesystem, we treat our ledgerId as inode-number. Create a new name space in ZK with the user provided pretty-name and provide simple mapping at ZK between name-to-ledgerId. This mapping is static, and never changes once created. i.e name-x always points ledgerId-z. Given this most part of bookie code doesn't need to be aware of this mapping, and changes mostly will be confined client code and in create/delete/list paths.",2016-04-07 14:22:28,
BOOKKEEPER-919,Auditor is sometimes marking as failed a bookie switching from available to read-only mode,Bug,1,Closed,6,Fixed,2016-04-27 07:31:53,2016-04-07 20:00:40,2016-05-16T21:47:53.000+0000,mmerli,Matteo Merli,mmerli,"AuditorLedgerCheckerTest.testReadOnlyBookieExclusionFromURLedgersCheck intermittently failing

This test too, I've seen it failing in different occasions.

https://builds.apache.org/job/bookkeeper-master-git-pullrequest/59/testReport/junit/org.apache.bookkeeper.replication/AuditorLedgerCheckerTest/testReadOnlyBookieExclusionFromURLedgersCheck_2_/

{noformat}
Error Message

latch should not have completed
Stacktrace

java.lang.AssertionError: latch should not have completed
	at org.junit.Assert.fail(Assert.java:88)
	at org.junit.Assert.assertTrue(Assert.java:41)
	at org.junit.Assert.assertFalse(Assert.java:64)
	at org.apache.bookkeeper.replication.AuditorLedgerCheckerTest.testReadOnlyBookieExclusionFromURLedgersCheck(AuditorLedgerCheckerTest.java:279)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:298)
	at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:292)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.lang.Thread.run(Thread.java:745)
{noformat}",2016-04-07 20:00:40,2016-04-27 07:31:53
BOOKKEEPER-920,Extend bk-merge-pr.py to add more info to Jira ticket when merging,Improvement,4,Closed,6,Fixed,2016-04-27 07:07:40,2016-04-11 18:55:15,2016-05-16T21:47:46.000+0000,mmerli,Matteo Merli,mmerli,"We should add more information to the Jira ticket when merging a github PR. 
Currently, the update on the Jira contains only the author and commit title. It would be good to also have:
  * Author
  * Committer
  * Reviewers (Better if we automatically read the '+1' from the PR comments)
 
In addition, we should add the option to run the tests locally on the merged PR before pushing to apache git. 
Recently we had cases of PRs which were fine on their own, but then tests started failing after merging into master (because of other commits since), even without git merge conflicts.",2016-04-11 18:55:15,2016-04-27 07:07:40
BOOKKEEPER-921,Typo in LocalBookkeeper: Use InetAddress.getHostAddress instead of InetAddress,Bug,1,Closed,6,Fixed,2016-04-27 08:06:10,2016-04-11 20:37:02,2016-05-16T21:47:51.000+0000,arunmk,Arun M. Krishnakumar,arunmk,There was a typo in the fix for Bookkeeper-910 and this bug has the fix since the former is already merged.,2016-04-11 20:37:02,2016-04-27 08:06:10
BOOKKEEPER-922,"Create a generic (K,V) map to store ledger metadata",Improvement,4,Resolved,5,Fixed,2016-07-11 21:01:46,2016-04-13 01:11:24,2016-07-11T22:39:28.000+0000,rithin.shetty,Rithin Shetty,rithin.shetty,"We have introduced ctime into ledger metadata through https://issues.apache.org/jira/browse/BOOKKEEPER-879.

In the same token we would like to introduce createrId also. This can be a 128 bit UUID. Caller can write tools to group ledgers by createrId, in the future we can even enhance this to run queries based on createrId. 
 ",2016-04-13 01:11:24,2016-07-11 21:01:46
BOOKKEEPER-924,addEntry() is susceptible to spurious wakeups,Bug,1,Resolved,5,Fixed,2016-10-13 07:27:38,2016-04-22 16:40:50,2016-10-16T15:09:37.000+0000,eolivelli,Enrico Olivelli,eolivelli,"LedgerHandle sync interface heavily depends on SyncCounter to convert async interfaces
into sync interfaces.

Usaylly

SyncCounter.inc()
asyncCall()
SyncCOunter.block(0)

The block code is.

   synchronized void block(int limit) throws InterruptedException {
        while (i > limit) {
            int prev = i;
            wait();
            if (i == prev) {
                break;
            }
        }
    }

Since 'i' is going to be same as 'prev' on spurious wakeup, and wait() can return on spurious wakeups. ",2016-04-22 16:40:50,2016-10-13 07:27:38
BOOKKEEPER-925,Fix FindBugs discovered issues in master,Bug,1,Closed,6,Fixed,2016-04-30 00:14:22,2016-04-27 16:04:18,2016-05-16T21:47:35.000+0000,mmerli,Matteo Merli,mmerli,"After we have fixed unit tests in master, we are seeing FindBugs warnings: 

{noformat}
[INFO] --- findbugs-maven-plugin:2.5.2:check (default-cli) @ bookkeeper-server ---
[INFO] BugInstance size is 6
[INFO] Error size is 0
[INFO] Total bugs: 6
[INFO] Found reliance on default encoding in org.apache.bookkeeper.bookie.BookieShell$ReadLedgerEntriesCmd.runCmd(CommandLine): new String(byte[]) [""org.apache.bookkeeper.bookie.BookieShell$ReadLedgerEntriesCmd""] At BookieShell.java:[lines 403-474]
[INFO] Exception is caught when Exception is not thrown in org.apache.bookkeeper.bookie.ScanAndCompareGarbageCollector.gc(GarbageCollector$GarbageCleaner) [""org.apache.bookkeeper.bookie.ScanAndCompareGarbageCollector""] At ScanAndCompareGarbageCollector.java:[lines 64-227]
[INFO] org.apache.bookkeeper.client.BookieWatcher.<static initializer>() invokes inefficient Boolean constructor; use Boolean.valueOf(...) instead [""org.apache.bookkeeper.client.BookieWatcher""] At BookieWatcher.java:[lines 60-308]
[INFO] org.apache.bookkeeper.meta.ZkLedgerUnderreplicationManager.LOCK_DATA should be package protected [""org.apache.bookkeeper.meta.ZkLedgerUnderreplicationManager""] At ZkLedgerUnderreplicationManager.java:[lines 76-664]
[INFO] Synchronization performed on java.util.concurrent.ConcurrentLinkedQueue in org.apache.bookkeeper.proto.AuthHandler$ClientSideHandler.writeRequested(ChannelHandlerContext, MessageEvent) [""org.apache.bookkeeper.proto.AuthHandler$ClientSideHandler""] At AuthHandler.java:[lines 210-302]
[INFO] Synchronization performed on java.util.concurrent.ConcurrentLinkedQueue in org.apache.bookkeeper.proto.AuthHandler$ClientSideHandler$AuthHandshakeCompleteCallback.operationComplete(int, Void) [""org.apache.bookkeeper.proto.AuthHandler$ClientSideHandler$AuthHandshakeCompleteCallback""] At AuthHandler.java:[lines 333-354]
[INFO] ------------------------------------------------------------------------
{noformat}",2016-04-27 16:04:18,2016-04-30 00:14:22
BOOKKEEPER-926,Compacted entries are not properly synced before updating index,Bug,1,Closed,6,Fixed,2016-05-04 13:56:41,2016-04-30 21:58:42,2016-05-16T21:47:24.000+0000,mmerli,Matteo Merli,mmerli,"I have identified a couple of issues in Bookie compaction code. 

h4. Compacted entries are not properly synced when index is updated

When compacting, we read ""active"" entries from an entry log and we re-append to current entry log. After compacting a number of entries, by default 100K, or at the very end, we need to update the index pointing to the new entry log and offset.

Before updating the index, we need to wait for this entries to be flushed and fsynced, otherwise a bookie crash might leave the index updated, pointing to an invalid offset.

The current code that is supposed to wait until flushed is:

{code:java}
// GarbageCollectorThread.java:178
EntryLocation lastOffset = offsets.get(offsets.size()-1);
long lastOffsetLogId = EntryLogger.logIdForOffset(lastOffset.location);
while (lastOffsetLogId < entryLogger.getLeastUnflushedLogId() && running) {
    synchronized (flushLock) {
        flushLock.wait(1000);
    }

    lastOffset = offsets.get(offsets.size()-1);
    lastOffsetLogId = EntryLogger.logIdForOffset(lastOffset.location);
}

// update the index 
{code}

The condition {{lastOffsetLogId < entryLogger.getLeastUnflushedLogId()}} is wrong, because if the last compacted entry was written in an earlier entry log than the least unflushed log, it means that the entries are already flushed and thus we don't need to wait.

In the normal case what happens is that {{lastOffsetLogId} is actually the current entryLog and it's equal to {{entryLogger.getLeastUnflushedLogId()}}, so we don't wait. But, in this case the entries appended to the current entrylog are not flushed nor synced, hence the problem. 

h4. Exception during index flush

Having an exception when updating the index, combined with the above issue, makes the bookie GC to stop indefinitely. 
What happens is that the offset list is not cleared, and at the next bookie GC iteration it will find the old compacted entries in that list, for which now the entryLogId is less than the current log id, and that makes the while loop to never exit.

Another problem is that, any IOException during the index flush, will make the GC thread to bail out and it will not remove even the entry logs that were compacted and flushed. Next time, these entry logs will be compacted again.

h4. Proposed solution
I think the best solution is to trigger the {{entryLogger.flush()}} form the bookie GC thread before updating the indexes. That would simplify the code and I don't see any disadvantages in doing that. 
Another improvement would be to delete compacted entry logs individually, as soon as the compacted data is flush, without waiting the end of the whole compaction process. 

The advantages are : 
 * If compaction stop halfway, at least we don't have to re-compact what we just compacted
 * Compaction won't require significant space overhead. Today a major compaction can end up reappending a large amount of data and then deleting all the entry logs at the very end, requiring twice the size of the active data set to be stored on disk at some point in time.",2016-04-30 21:58:42,2016-05-04 13:56:41
BOOKKEEPER-927,Extend BOOKKEEPER-886 to LedgerHandleAdv too (BOOKKEEPER-886: Allow to disable ledgers operation throttling),Bug,1,Resolved,5,Fixed,2017-05-24 07:00:31,2016-05-15 22:39:03,2017-05-24T07:00:31.000+0000,jujjuri,JV Jujjuri,jujjuri,,2016-05-15 22:39:03,2017-05-24 07:00:31
BOOKKEEPER-929,"In ReadOnlyLedgerHandle, metadata gets updated in the event of writeclose but lastAddConfirmed and length is not getting updated.",Bug,1,Open,1,,,2016-05-30 23:04:43,2017-10-17T21:28:04.000+0000,jujjuri,JV Jujjuri,jujjuri,"In ReadOnlyLedgerHandle, metadata gets updated in the event of writeclose but lastAddConfirmed and length are not getting updated.",2016-05-30 23:04:43,
BOOKKEEPER-930,Option to disable Bookie networking,New Feature,2,Resolved,5,Fixed,2016-09-10 18:28:15,2016-06-10 13:45:27,2016-09-11T13:10:50.000+0000,eolivelli,Enrico Olivelli,eolivelli,"This issue is related to BOOKKEEPER-896 which introduced the ability to use Netty built-in local channels.

The idea is to disable Bookie networking for networkless JUnit testing.

We can introduce a ""disableServerSocketBind"" option to skip server-side bind at BookieNettyServer#listenOn

Another use case is to use BookKeeper as write-ahead log for single machine applications

Note: 
ZookKeeper still needs network but this is another issue",2016-06-10 13:45:27,2016-09-10 18:28:15
BOOKKEEPER-931,Update the committers list on website,Task,3,Resolved,5,Fixed,2016-06-14 07:46:27,2016-06-14 07:32:35,2016-06-14T07:46:27.000+0000,hustlmsp,Sijie Guo,hustlmsp,[~zhaijia] and [~jujjuri] joined the committers list. we need to update the committers list.,2016-06-14 07:32:35,2016-06-14 07:46:27
BOOKKEEPER-932,Move to JDK 8,Story,16,Resolved,5,Fixed,2016-07-11 21:06:52,2016-06-16 22:57:57,2016-07-14T10:38:26.000+0000,mmerli,Matteo Merli,mmerli,"We should move BookKeeper to compile with Java8 source level compatibility, to take advantage of new Java features.",2016-06-16 22:57:57,2016-07-11 21:06:52
BOOKKEEPER-933,ClientConfiguration always inherits System properties,Bug,1,Resolved,5,Fixed,2016-07-31 05:53:52,2016-06-17 15:06:00,2016-07-31T13:10:28.000+0000,eolivelli,Enrico Olivelli,eolivelli,"ClientConfiguration is always adding System.getProperties()

{code}
 protected AbstractConfiguration() {
        super();
        // add configuration for system properties
        addConfiguration(new SystemConfiguration());
    }
{code}

This is useful is some cases but sometimes it is very harmful because the user could modify the client behaviour inadvertently, for instance:: throttle, readTimeout....

",2016-06-17 15:06:00,2016-07-31 05:53:52
BOOKKEEPER-934,Relax durability,Improvement,4,Open,1,,,2016-06-19 22:54:16,2017-10-17T21:28:00.000+0000,,,,"I am thinking adding a new flag to bookkeeper#addEntry(..., Boolean sync). So the application can control whether to sync or not for individual entries.

- On the write protocol, adding a flag to indicate whether this write should sync to disk or not.
- On the bookie side, if the addEntry request is sync, going through original pipeline. If the addEntry disables sync,    complete the add callbacks after writing to the journal file and before flushing journal.
- Those add entries (disabled syncs) will be flushed to disks with subsequent sync add entries.


There is already a discussion in mail thread, here this ticket could gather ideas, and provide the discussion materials",2016-06-19 22:54:16,
BOOKKEEPER-935,Publish sources and javadocs to Maven Central,Improvement,4,Resolved,5,Fixed,2017-07-28 18:13:05,2016-06-21 10:55:44,2017-07-29T14:01:00.000+0000,sijie@apache.org,Sijie Guo,sijie@apache.org,"We should push sources and javadocs to Maven Central during the release process. 
It is very useful to have such artifacts in IDEs ",2016-06-21 10:55:44,2017-07-28 18:13:05
BOOKKEEPER-936,Provide simple IP-filtered Auth Provider,New Feature,2,Open,1,,,2016-06-23 06:38:04,2017-10-17T21:27:57.000+0000,,,,"Since 4.4.0 we have introduced authentication. 
We can introduce a simple authentication provider which limit access to bookie data using the IP address of the client (it will affect inter-bookie connections too) ",2016-06-23 06:38:04,
BOOKKEEPER-937,Upgrade protobuf to 2.6,Improvement,4,Resolved,5,Fixed,2016-08-16 17:44:34,2016-06-27 18:30:37,2016-08-17T13:11:05.000+0000,,,,"I had to update protobuf definition for some internal experiments and found that working with protobuf 2.4 is rather inconvenient. It cannot be installed with brew on mac and building it on mac always result is build errors hence leaves an option of switching to linux to run protoc.

I decided to upgrade to 2.6 instead. It is compatible with 2.4 on wire and shaded so should not create any problems. All tests passed.

Please ignore changes in java files in attached patch during review; these are auto-generated.",2016-06-27 18:30:37,2016-08-16 17:44:34
BOOKKEEPER-938,LedgerOpenOp should use digestType from metadata,Bug,1,Resolved,5,Fixed,2016-08-01 06:04:30,2016-07-08 20:25:54,2016-08-01T13:10:52.000+0000,ayegorov,Andrey Yegorov,ayegorov,"Currently digestType verification in LedgerOpenOp seems to be treated as part of security logic. Since it is checked after password and error explicitly states that digestType mismatched, all that evil hacker has to do is to change digest type to another one. There are only two of them after all.

here is the scenario significantly affected by current behavior:

1. user rolls out clients with digestType set to MAC and creates lots of ledgers.
2. user notices that MAC is slower than CRC32 and decides to change digestType.
3. more ledgers created with CRC32.
4. user tries to read old and new ledgers
-> now old ledgers cannot be read because of the digest type mismatch.

I'll send pull request for review.
",2016-07-08 20:25:54,2016-08-01 06:04:30
BOOKKEEPER-939,Fix typo in bk-merge-pr.py,Bug,1,Resolved,5,Fixed,2016-07-11 22:25:57,2016-07-11 19:26:13,2016-07-12T13:09:40.000+0000,hustlmsp,Sijie Guo,hustlmsp,The script doesn't work if there is no JIRA associated with the pull request.,2016-07-11 19:26:13,2016-07-11 22:25:57
BOOKKEEPER-940,Fix findbugs warnings after bumping to java 8,Bug,1,Resolved,5,Fixed,2016-07-14 21:03:02,2016-07-12 06:54:55,2016-07-14T23:23:53.000+0000,eolivelli,Enrico Olivelli,eolivelli,"after bumping to java 8, the ci jobs fail with findbugs warnings. we'd need to fix all the findbugs warnings.",2016-07-12 06:54:55,2016-07-14 21:03:02
BOOKKEEPER-941,Introduce Feature Switches For controlling client and server behavior,New Feature,2,Resolved,5,Fixed,2016-07-31 05:56:52,2016-07-12 15:47:43,2016-07-31T13:10:29.000+0000,robindhamankar,Robin Dhamankar,robindhamankar,,2016-07-12 15:47:43,2016-07-31 05:56:52
